# SA for random K-SAT
# K = 4   N = 256   M = 2304   seed = 3893899624
# alpha = 9.000000   nIter = 256  Tmax = 0.200000
# 1:lowestUnsat  2:runTime
1 256
0 39
2 256
3 256
4 256
2 256
5 256
3 256
1 256
1 256
3 256
2 256
2 256
5 256
2 256
1 256
1 256
3 256
1 256
1 256
4 256
6 256
2 256
0 81
1 256
1 256
2 256
3 256
2 256
4 256
0 106
3 256
4 256
6 256
3 256
3 256
5 256
1 256
0 77
1 256
1 256
4 256
3 256
1 256
1 256
3 256
1 256
3 256
2 256
6 256
7 256
2 256
3 256
1 256
5 256
3 256
1 256
1 256
2 256
3 256
3 256
4 256
2 256
5 256
2 256
3 256
4 256
1 256
1 256
2 256
4 256
1 256
1 256
1 256
1 256
5 256
2 256
3 256
3 256
3 256
4 256
2 256
3 256
1 256
5 256
2 256
2 256
0 146
5 256
2 256
3 256
5 256
1 256
3 256
2 256
2 256
4 256
6 256
5 256
1 256
3 256
5 256
4 256
3 256
3 256
5 256
2 256
0 35
4 256
2 256
1 256
3 256
2 256
3 256
2 256
4 256
2 256
2 256
2 256
5 256
2 256
0 34
4 256
1 256
2 256
5 256
1 256
4 256
2 256
2 256
3 256
1 256
0 163
4 256
0 122
7 256
3 256
2 256
1 256
2 256
0 113
6 256
2 256
3 256
0 94
5 256
4 256
2 256
2 256
3 256
1 256
1 256
3 256
3 256
3 256
1 256
5 256
3 256
3 256
3 256
4 256
1 256
3 256
4 256
2 256
4 256
3 256
2 256
3 256
4 256
1 256
3 256
3 256
3 256
4 256
1 256
2 256
3 256
5 256
0 165
1 256
5 256
2 256
3 256
4 256
6 256
1 256
2 256
5 256
2 256
2 256
3 256
3 256
2 256
1 256
1 256
1 256
4 256
4 256
2 256
2 256
2 256
3 256
2 256
3 256
2 256
1 256
0 110
0 159
1 256
3 256
5 256
3 256
2 256
5 256
6 256
1 256
3 256
2 256
0 77
3 256
1 256
2 256
1 256
3 256
1 256
2 256
4 256
2 256
5 256
3 256
3 256
5 256
0 192
4 256
1 256
2 256
3 256
5 256
2 256
6 256
2 256
3 256
3 256
3 256
4 256
1 256
8 256
0 47
5 256
3 256
0 75
5 256
4 256
3 256
0 34
1 256
2 256
1 256
2 256
2 256
4 256
3 256
4 256
2 256
3 256
4 256
2 256
2 256
2 256
1 256
2 256
2 256
0 69
5 256
2 256
3 256
3 256
3 256
1 256
5 256
2 256
2 256
1 256
5 256
3 256
6 256
4 256
4 256
3 256
4 256
3 256
3 256
2 256
1 256
2 256
2 256
4 256
2 256
1 256
2 256
3 256
2 256
2 256
3 256
3 256
3 256
3 256
3 256
5 256
4 256
4 256
2 256
1 256
3 256
1 256
1 256
0 74
2 256
4 256
4 256
3 256
2 256
3 256
4 256
0 47
1 256
6 256
5 256
1 256
3 256
0 159
2 256
0 97
3 256
0 113
1 256
2 256
4 256
3 256
3 256
1 256
2 256
2 256
2 256
4 256
1 256
1 256
0 34
3 256
5 256
2 256
0 193
3 256
5 256
2 256
3 256
6 256
2 256
4 256
0 25
3 256
5 256
3 256
4 256
3 256
2 256
0 28
3 256
2 256
7 256
1 256
4 256
1 256
3 256
6 256
1 256
3 256
3 256
0 55
1 256
1 256
4 256
7 256
2 256
1 256
3 256
3 256
3 256
3 256
2 256
3 256
1 256
2 256
2 256
2 256
3 256
3 256
2 256
1 256
3 256
2 256
1 256
4 256
2 256
3 256
3 256
0 225
2 256
3 256
1 256
2 256
5 256
2 256
3 256
3 256
4 256
5 256
4 256
0 42
4 256
1 256
5 256
1 256
0 56
3 256
3 256
2 256
0 111
3 256
4 256
2 256
4 256
9 256
2 256
4 256
1 256
2 256
1 256
3 256
5 256
3 256
3 256
1 256
5 256
2 256
5 256
0 34
4 256
1 256
7 256
3 256
2 256
6 256
1 256
2 256
0 195
2 256
1 256
1 256
5 256
3 256
4 256
3 256
0 192
3 256
1 256
1 256
0 59
4 256
5 256
0 95
1 256
3 256
3 256
4 256
1 256
2 256
6 256
4 256
3 256
5 256
1 256
1 256
0 38
3 256
2 256
5 256
0 41
1 256
3 256
2 256
2 256
1 256
5 256
3 256
2 256
3 256
0 205
1 256
4 256
1 256
0 37
3 256
3 256
2 256
1 256
4 256
1 256
5 256
5 256
6 256
1 256
1 256
0 59
3 256
4 256
2 256
1 256
2 256
1 256
2 256
1 256
1 256
3 256
4 256
3 256
4 256
0 87
1 256
2 256
0 80
4 256
3 256
4 256
3 256
1 256
0 82
1 256
4 256
4 256
3 256
5 256
3 256
2 256
1 256
2 256
2 256
5 256
5 256
5 256
0 45
2 256
2 256
1 256
0 143
6 256
2 256
2 256
4 256
1 256
2 256
7 256
3 256
7 256
4 256
3 256
0 98
3 256
3 256
3 256
2 256
2 256
5 256
2 256
2 256
3 256
2 256
2 256
1 256
3 256
2 256
1 256
2 256
4 256
4 256
3 256
4 256
3 256
1 256
3 256
2 256
5 256
3 256
1 256
3 256
0 35
3 256
0 185
4 256
2 256
2 256
5 256
3 256
0 31
6 256
2 256
2 256
3 256
1 256
2 256
1 256
3 256
0 54
3 256
3 256
2 256
5 256
2 256
2 256
4 256
1 256
3 256
3 256
3 256
1 256
2 256
2 256
1 256
3 256
3 256
2 256
0 191
4 256
3 256
2 256
1 256
2 256
6 256
2 256
2 256
2 256
5 256
4 256
2 256
2 256
1 256
4 256
3 256
1 256
4 256
6 256
3 256
0 132
1 256
4 256
1 256
0 115
3 256
4 256
1 256
2 256
2 256
2 256
1 256
1 256
3 256
4 256
1 256
2 256
1 256
1 256
3 256
4 256
2 256
5 256
4 256
3 256
3 256
1 256
1 256
2 256
2 256
1 256
7 256
1 256
3 256
2 256
5 256
2 256
1 256
1 256
2 256
1 256
0 133
5 256
2 256
2 256
3 256
2 256
8 256
3 256
4 256
3 256
2 256
1 256
2 256
3 256
0 38
4 256
5 256
4 256
0 142
1 256
4 256
1 256
1 256
4 256
2 256
0 52
4 256
1 256
3 256
1 256
2 256
3 256
3 256
3 256
4 256
0 105
4 256
3 256
3 256
4 256
1 256
2 256
2 256
2 256
4 256
2 256
1 256
3 256
2 256
1 256
3 256
2 256
1 256
3 256
3 256
1 256
2 256
2 256
0 179
4 256
2 256
2 256
2 256
3 256
4 256
0 72
2 256
1 256
2 256
1 256
2 256
1 256
5 256
5 256
1 256
3 256
2 256
2 256
2 256
3 256
3 256
2 256
4 256
1 256
5 256
1 256
3 256
1 256
3 256
3 256
5 256
1 256
1 256
1 256
5 256
1 256
3 256
0 40
3 256
2 256
1 256
5 256
1 256
3 256
5 256
3 256
1 256
6 256
1 256
2 256
2 256
3 256
2 256
5 256
2 256
3 256
1 256
2 256
3 256
2 256
3 256
9 256
3 256
1 256
0 250
3 256
1 256
3 256
5 256
3 256
4 256
3 256
2 256
3 256
1 256
5 256
1 256
2 256
1 256
3 256
3 256
2 256
1 256
0 42
4 256
4 256
6 256
2 256
0 231
2 256
5 256
1 256
3 256
1 256
2 256
2 256
0 73
2 256
5 256
5 256
0 29
3 256
4 256
3 256
4 256
2 256
1 256
3 256
3 256
3 256
3 256
3 256
1 256
2 256
1 256
4 256
0 155
3 256
3 256
2 256
3 256
0 32
2 256
3 256
1 256
4 256
5 256
2 256
3 256
1 256
1 256
5 256
3 256
3 256
5 256
3 256
3 256
3 256
3 256
1 256
4 256
2 256
1 256
2 256
6 256
2 256
5 256
3 256
3 256
3 256
3 256
3 256
1 256
1 256
3 256
1 256
3 256
4 256
2 256
1 256
2 256
2 256
4 256
2 256
1 256
2 256
3 256
6 256
2 256
3 256
6 256
6 256
4 256
6 256
5 256
1 256
4 256
1 256
2 256
0 74
4 256
5 256
5 256
3 256
2 256
1 256
2 256
5 256
3 256
0 54
2 256
9 256
2 256
6 256
2 256
4 256
1 256
3 256
1 256
3 256
1 256
3 256
6 256
2 256
1 256
3 256
3 256
1 256
0 145
1 256
2 256
3 256
3 256
2 256
7 256
2 256
2 256
2 256
1 256
1 256
1 256
3 256
2 256
3 256
4 256
4 256
3 256
2 256
4 256
2 256
1 256
3 256
6 256
1 256
3 256
2 256
2 256
1 256
3 256
5 256
3 256
2 256
5 256
5 256
4 256
1 256
3 256
2 256
4 256
1 256
1 256
4 256
2 256
0 208
2 256
0 98
3 256
4 256
2 256
2 256
0 39
2 256
2 256
1 256
2 256
1 256
6 256
5 256
6 256
3 256
5 256
8 256
3 256
3 256
7 256
2 256
1 256
1 256
1 256
4 256
1 256
1 256
1 256
1 256
3 256
1 256
1 256
2 256
2 256
5 256
0 91
1 256
3 256
3 256
4 256
3 256
4 256
0 207
2 256
3 256
4 256
1 256
3 256
4 256
1 256
4 256
2 256
5 256
0 132
1 256
2 256
3 256
2 256
4 256
0 30
0 176
3 256
1 256
2 256
5 256
2 256
1 256
1 256
1 256
4 256
5 256
4 256
1 256
1 256
4 256
4 256
4 256
5 256
0 162
2 256
0 73
5 256
2 256
3 256
4 256
6 256
6 256
3 256
1 256
1 256
3 256
1 256
3 256
1 256
6 256
3 256
3 256
2 256
2 256
7 256
1 256
0 106
3 256
1 256
2 256
4 256
3 256
0 114
1 256
4 256
3 256
2 256
4 256
2 256
