# SA for random K-SAT
# K = 3   N = 32768   M = 126976   seed = 623539322
# alpha = 3.875000   nIter = 131072  Tmax = 0.200000
# 1:lowestUnsat  2:runTime
0 55583
0 53441
0 55076
0 52033
0 51619
0 53154
0 54641
0 52231
0 54326
0 54085
0 52053
0 54378
0 55228
0 54410
0 53105
0 58750
0 57680
0 50354
0 53599
0 54275
0 55483
0 53282
0 53481
0 51874
0 53079
0 52759
0 54007
0 58443
0 56557
0 54004
0 58374
0 52904
0 52135
0 53489
0 54712
0 53596
0 53578
0 52097
0 63347
0 53289
0 54359
0 50833
0 54649
0 57224
0 48853
0 58323
0 58400
0 52973
0 55264
0 51411
0 56392
0 55644
0 52484
0 55488
0 50346
0 55416
0 54409
0 52887
0 57480
0 55877
0 51125
0 54216
0 51122
0 53781
0 55026
0 50840
0 51236
0 58011
0 56681
0 51069
0 50048
0 61571
0 53281
0 52254
0 55455
0 56548
0 60296
0 55522
0 53444
0 53314
0 53466
0 53587
0 52119
0 74427
0 54645
0 53572
0 55064
0 55386
0 53778
0 54186
0 53455
0 53884
0 52590
0 52727
0 56788
0 52709
0 54551
0 52890
0 56377
0 54265
0 51755
0 55439
0 53564
0 54302
0 52969
0 49795
0 52532
0 52955
0 51402
0 50843
0 51167
0 53619
0 47752
0 54568
0 57542
0 52513
0 53019
0 52331
0 51906
0 52569
0 54571
0 54501
0 56021
0 68902
0 56179
0 55044
0 52168
0 52799
0 53997
0 54184
0 52939
0 53457
0 57762
0 53420
0 54342
0 50721
0 52843
0 54132
0 52788
0 53614
0 57303
0 51622
0 53256
0 54164
0 52912
0 56387
0 53585
0 53840
0 52981
0 53007
0 52584
0 60580
0 51819
0 47921
0 52098
0 57368
0 54300
0 64673
0 51565
0 52063
0 52599
0 55395
0 54308
0 52575
0 52739
0 51356
0 53750
0 53815
0 52874
0 49473
0 52571
0 50309
0 52819
0 56968
0 51875
0 52977
0 54154
0 52441
0 54777
0 52002
0 54382
0 56231
0 53394
0 55226
0 63401
0 51841
0 53652
0 51627
0 53955
0 52601
0 51071
0 54448
0 51112
0 56223
0 51473
0 52733
0 54142
0 59963
0 53081
0 53423
0 54278
0 52440
0 55619
0 52688
0 55606
0 55514
0 54895
0 55247
0 55140
0 54506
0 58123
0 52350
0 53884
0 55874
0 54822
0 53784
0 50592
0 53294
0 56091
0 50661
0 51478
0 53274
0 52817
0 51890
0 51715
0 56245
0 54869
0 52362
0 53209
0 54261
0 54701
0 53368
0 54441
0 55318
0 50583
0 52009
0 54802
0 57099
0 52586
0 53065
0 55651
0 52837
0 51723
0 51342
0 52350
0 54802
0 54291
0 56375
0 54702
0 56599
0 54904
0 53275
0 51844
0 55762
0 62471
0 50295
0 53433
0 54186
0 57279
0 54619
0 63231
0 53024
0 53764
0 55402
0 55007
0 52777
0 54675
0 54795
0 53275
0 52560
0 56456
0 52889
0 55972
0 56433
0 54961
0 55522
0 57537
0 53888
0 62053
0 62895
0 54262
0 56181
0 55001
0 56639
0 51803
0 53227
0 52560
0 52882
0 56146
0 55417
0 54838
0 53662
0 56147
0 53570
0 55387
0 54646
0 50063
0 53467
0 55630
0 54838
0 53124
0 53669
0 50821
0 52368
0 53269
0 54485
0 56114
0 54041
0 54311
0 53789
0 54749
0 59143
0 54383
0 54257
0 53549
0 52174
0 52528
0 52923
0 58177
0 55493
0 54606
0 53750
0 50997
0 52183
0 58481
0 53868
0 54481
0 53280
0 54049
0 55399
0 52829
0 51161
0 57687
0 53954
0 50724
0 50702
0 52421
0 54194
0 55497
0 55933
0 55286
0 56125
0 55923
0 52372
0 52999
0 50016
0 56156
0 52805
0 58528
0 54889
0 52903
0 52891
0 51980
0 56588
0 49953
0 53566
0 50190
0 54024
0 55777
0 53787
0 54511
0 53410
0 55211
0 55226
0 54534
0 52625
0 51964
0 52681
0 52663
0 51803
0 52478
0 53245
0 60069
0 54440
0 55163
0 49106
0 54187
0 52033
0 52527
0 51900
0 53963
0 50880
0 54069
0 54413
0 53100
0 54007
0 51100
0 54114
0 56641
0 50777
0 51674
0 55807
0 53411
0 52455
0 53276
0 53693
0 51458
0 52530
0 53040
0 53031
0 54537
0 51086
0 56155
0 55816
0 52751
0 58840
0 55917
0 53425
0 55604
0 60154
0 53240
0 52758
0 53042
0 55427
0 53450
0 54590
0 55241
0 54399
0 54695
0 53151
0 61016
0 54804
0 53526
0 54944
0 53300
0 55541
0 52679
0 53079
0 57833
0 53529
0 51897
0 54774
0 53011
0 51603
0 53316
0 54661
0 55515
0 51805
0 55373
0 49474
0 53937
0 54653
0 52106
0 58827
0 56763
0 52350
0 53227
0 54304
0 51669
0 53175
0 53904
0 52028
0 54610
0 52724
0 53398
0 57195
0 53896
0 45605
0 54303
0 52815
0 55850
0 52666
0 53775
0 51852
0 52994
0 52361
0 53562
0 51068
0 55816
0 52126
0 53145
0 53246
0 55893
0 57191
0 55307
0 51506
0 55017
0 57133
0 52542
0 57927
0 53980
0 53521
0 53398
0 53184
0 54501
0 55628
0 55682
0 58049
0 54173
0 49637
0 55104
0 50579
0 55273
0 52960
0 60105
0 49563
0 52026
0 49183
0 54460
0 54257
0 64872
0 50709
0 56164
0 55548
0 52805
0 54651
0 55571
0 55834
0 58548
0 52793
0 50401
0 53207
0 54385
0 53038
0 53344
0 53109
0 52499
0 49641
0 56403
0 52075
0 53181
0 55949
0 53478
0 52449
