#SA random K-SAT
#N=262144  nIter=8192  alpha=3.93   NSamples=7978
#av(e)	5.080721985460015
#std(e)	0.026111444238362393
5	8192
2	8192
6	8192
3	8192
4	8192
3	8192
4	8192
5	8192
4	8192
4	8192
1	8192
3	8192
5	8192
4	8192
5	8192
1	8192
3	8192
3	8192
5	8192
3	8192
3	8192
5	8192
2	8192
1	8192
6	8192
6	8192
8	8192
4	8192
3	8192
1	8192
10	8192
4	8192
5	8192
5	8192
2	8192
6	8192
4	8192
8	8192
4	8192
6	8192
4	8192
7	8192
7	8192
2	8192
3	8192
5	8192
2	8192
6	8192
7	8192
11	8192
5	8192
4	8192
4	8192
2	8192
3	8192
10	8192
7	8192
5	8192
8	8192
6	8192
3	8192
2	8192
2	8192
6	8192
5	8192
2	8192
8	8192
5	8192
2	8192
2	8192
8	8192
0	7693
7	8192
5	8192
8	8192
5	8192
9	8192
7	8192
5	8192
5	8192
9	8192
2	8192
7	8192
4	8192
7	8192
6	8192
8	8192
6	8192
4	8192
7	8192
2	8192
4	8192
2	8192
5	8192
7	8192
5	8192
5	8192
7	8192
4	8192
6	8192
10	8192
8	8192
4	8192
8	8192
8	8192
5	8192
4	8192
5	8192
7	8192
5	8192
6	8192
4	8192
9	8192
3	8192
8	8192
6	8192
6	8192
7	8192
6	8192
8	8192
7	8192
7	8192
8	8192
5	8192
1	8192
6	8192
5	8192
7	8192
4	8192
7	8192
4	8192
6	8192
8	8192
6	8192
4	8192
5	8192
10	8192
4	8192
6	8192
9	8192
1	8192
4	8192
6	8192
5	8192
4	8192
2	8192
5	8192
5	8192
4	8192
8	8192
6	8192
3	8192
9	8192
4	8192
10	8192
4	8192
3	8192
2	8192
4	8192
4	8192
1	8192
1	8192
6	8192
6	8192
2	8192
5	8192
4	8192
4	8192
5	8192
5	8192
11	8192
2	8192
7	8192
4	8192
9	8192
2	8192
3	8192
6	8192
6	8192
4	8192
5	8192
8	8192
7	8192
5	8192
5	8192
3	8192
9	8192
9	8192
4	8192
6	8192
6	8192
2	8192
4	8192
7	8192
4	8192
4	8192
2	8192
8	8192
6	8192
6	8192
5	8192
9	8192
8	8192
3	8192
5	8192
4	8192
3	8192
3	8192
4	8192
3	8192
10	8192
6	8192
5	8192
6	8192
8	8192
7	8192
3	8192
8	8192
3	8192
3	8192
5	8192
8	8192
8	8192
2	8192
3	8192
3	8192
2	8192
4	8192
7	8192
7	8192
4	8192
10	8192
5	8192
5	8192
7	8192
4	8192
4	8192
10	8192
5	8192
5	8192
1	8192
4	8192
2	8192
5	8192
5	8192
4	8192
9	8192
5	8192
5	8192
4	8192
9	8192
6	8192
6	8192
2	8192
3	8192
4	8192
9	8192
6	8192
6	8192
2	8192
5	8192
9	8192
3	8192
4	8192
4	8192
3	8192
3	8192
9	8192
3	8192
4	8192
7	8192
3	8192
4	8192
6	8192
5	8192
6	8192
5	8192
4	8192
5	8192
3	8192
2	8192
6	8192
9	8192
4	8192
3	8192
8	8192
7	8192
4	8192
7	8192
9	8192
2	8192
5	8192
11	8192
