# SA for random K-SAT
# K = 3   N = 16384   M = 65536   seed = 2594341166
# alpha = 4.000000   nIter = 32768  Tmax = 0.200000
# 1:lowestUnsat  2:runTime
0 17773
0 15916
0 24824
0 16687
1 32768
2 32768
0 27125
1 32768
1 32768
3 32768
0 23291
0 28275
0 23810
0 15663
0 13984
0 19693
0 13395
0 20429
1 32768
0 14609
0 20138
0 23004
0 13464
1 32768
1 32768
0 18520
1 32768
0 14491
2 32768
2 32768
0 18249
0 17357
0 25715
0 26311
0 16898
1 32768
1 32768
0 17138
0 14458
0 26109
0 20296
1 32768
0 29283
0 24757
1 32768
3 32768
0 15135
0 18495
0 24689
1 32768
1 32768
0 30041
0 24062
0 14846
0 16445
1 32768
0 14467
0 24161
0 14070
1 32768
0 26231
1 32768
0 23441
3 32768
0 29166
0 14412
0 28165
0 15357
1 32768
0 16305
0 27622
0 24495
0 16100
0 21391
0 16121
0 23561
1 32768
1 32768
0 18811
1 32768
0 16420
0 26468
0 23580
0 27511
0 24282
0 20246
0 16335
0 11961
1 32768
1 32768
2 32768
0 13888
1 32768
0 29017
0 19587
1 32768
1 32768
2 32768
2 32768
0 31112
1 32768
1 32768
0 20306
0 16437
1 32768
0 32530
0 23083
0 14524
0 19621
2 32768
0 18627
0 27360
1 32768
0 18969
2 32768
1 32768
0 22675
0 25338
1 32768
0 20190
0 23200
0 20593
0 21136
0 13586
0 24275
0 22132
1 32768
1 32768
0 29024
0 22418
0 15886
1 32768
0 29064
2 32768
0 14237
4 32768
0 18017
1 32768
1 32768
0 13104
1 32768
0 21783
0 28795
0 19854
0 18197
0 19482
0 20262
1 32768
0 15918
0 15875
0 13400
0 30690
0 30603
2 32768
2 32768
1 32768
2 32768
1 32768
0 30717
1 32768
0 26399
0 24527
0 31266
0 15683
2 32768
0 15952
0 15460
1 32768
1 32768
0 16689
2 32768
1 32768
0 22181
1 32768
1 32768
1 32768
2 32768
1 32768
0 23543
3 32768
1 32768
0 25144
0 15597
0 18147
1 32768
0 12587
1 32768
1 32768
1 32768
0 25348
0 20309
0 27665
0 13648
0 26771
1 32768
1 32768
3 32768
1 32768
1 32768
0 27131
0 22207
1 32768
0 20779
1 32768
1 32768
1 32768
1 32768
2 32768
0 21857
2 32768
1 32768
0 30868
0 15634
0 28638
0 17179
0 30939
0 25024
0 21291
1 32768
1 32768
0 23026
0 14927
0 17329
0 26289
1 32768
4 32768
0 17342
1 32768
0 20838
0 31804
1 32768
0 25188
1 32768
2 32768
0 26722
0 32064
3 32768
0 24205
1 32768
0 16560
0 19504
0 12431
0 24676
0 15050
0 16326
0 26821
0 17775
1 32768
0 18299
0 18881
1 32768
0 19717
0 23769
1 32768
1 32768
0 17688
0 17593
2 32768
0 12347
1 32768
2 32768
0 13500
1 32768
0 14722
1 32768
1 32768
0 15785
0 14502
0 24505
1 32768
0 25217
0 30616
0 14521
1 32768
0 18883
0 18844
2 32768
0 30417
0 14152
0 29195
0 30496
0 16336
1 32768
0 24127
1 32768
0 16716
0 17029
1 32768
2 32768
0 23355
2 32768
0 17004
0 15740
1 32768
0 20889
1 32768
0 15142
0 14378
1 32768
1 32768
0 24523
0 15879
0 17017
0 24681
1 32768
0 22945
1 32768
0 20366
2 32768
0 15965
0 21885
1 32768
0 26858
0 13504
0 14138
0 17154
0 21324
0 16281
0 20950
1 32768
0 24407
1 32768
0 16502
0 20032
0 16905
1 32768
0 28900
1 32768
1 32768
0 15555
2 32768
1 32768
2 32768
0 24833
0 14335
2 32768
0 13671
0 21651
2 32768
1 32768
0 17097
1 32768
3 32768
1 32768
0 18097
0 22723
0 27857
0 31568
0 20106
0 23425
0 16838
0 16574
0 29259
0 22535
1 32768
0 29481
0 25133
1 32768
3 32768
0 16049
0 18844
0 17324
0 21386
0 18154
0 26470
2 32768
1 32768
2 32768
0 16880
1 32768
1 32768
0 18966
0 15265
0 22580
0 24312
1 32768
0 14581
0 30384
0 20229
1 32768
0 17124
2 32768
1 32768
1 32768
0 16284
2 32768
0 18395
0 16406
0 18334
0 22953
1 32768
1 32768
0 25182
0 17578
4 32768
0 25860
0 24722
1 32768
0 20570
0 21470
0 21264
0 23760
2 32768
0 16273
1 32768
0 12352
2 32768
1 32768
0 25051
1 32768
0 14663
0 15896
0 17220
1 32768
1 32768
0 16186
0 17088
0 15933
1 32768
0 16992
0 15499
0 30927
1 32768
1 32768
0 14762
1 32768
0 17485
0 18397
2 32768
0 17358
0 30550
1 32768
0 12846
2 32768
0 19563
0 20157
1 32768
0 15416
0 28224
1 32768
0 19438
0 17017
0 17299
0 22643
2 32768
2 32768
0 21776
1 32768
0 15470
0 32070
2 32768
0 20354
0 16279
0 15959
0 21533
1 32768
0 25220
0 15751
0 13717
0 15537
0 22393
0 25031
0 20976
0 23243
0 19343
0 19791
0 26665
1 32768
0 13809
0 27311
0 17523
1 32768
0 18077
0 21241
0 29579
0 27846
0 19665
0 20435
1 32768
2 32768
0 26653
0 22962
1 32768
2 32768
0 22940
0 20124
0 23558
1 32768
0 22351
2 32768
1 32768
0 23487
3 32768
0 13575
3 32768
1 32768
0 30596
0 24246
0 20283
1 32768
0 21005
0 13450
0 15996
