# SA for random K-SAT
# K = 3   N = 1024   M = 4096   seed = 587807699
# alpha = 4.000000   nIter = 2048  Tmax = 0.200000
# 1:lowestUnsat  2:runTime
0 588
0 724
1 2048
0 1687
0 268
0 350
3 2048
1 2048
0 594
2 2048
2 2048
0 474
2 2048
1 2048
0 1250
0 558
3 2048
1 2048
1 2048
1 2048
2 2048
1 2048
0 285
1 2048
3 2048
1 2048
2 2048
1 2048
2 2048
1 2048
0 480
1 2048
0 1322
1 2048
0 747
2 2048
2 2048
0 1131
0 363
2 2048
2 2048
1 2048
1 2048
2 2048
1 2048
0 263
0 370
0 1778
1 2048
1 2048
2 2048
1 2048
0 1069
2 2048
1 2048
1 2048
0 524
1 2048
0 543
0 419
2 2048
2 2048
1 2048
0 427
1 2048
1 2048
2 2048
3 2048
2 2048
2 2048
0 1700
1 2048
0 645
0 1269
1 2048
1 2048
0 467
2 2048
3 2048
1 2048
0 1413
0 332
3 2048
2 2048
0 662
4 2048
0 248
0 985
3 2048
0 759
1 2048
1 2048
2 2048
1 2048
1 2048
0 882
2 2048
2 2048
0 865
1 2048
4 2048
3 2048
1 2048
0 1073
1 2048
1 2048
0 392
1 2048
2 2048
0 1213
1 2048
2 2048
2 2048
0 947
2 2048
0 726
0 1463
1 2048
1 2048
1 2048
0 663
5 2048
2 2048
2 2048
1 2048
1 2048
1 2048
1 2048
1 2048
1 2048
2 2048
1 2048
1 2048
0 720
1 2048
0 440
0 964
1 2048
0 347
0 213
1 2048
2 2048
0 244
0 358
0 355
0 1249
0 816
2 2048
1 2048
0 473
1 2048
1 2048
0 1402
1 2048
0 794
2 2048
0 739
2 2048
0 370
2 2048
0 101
1 2048
0 386
0 1341
2 2048
1 2048
4 2048
0 1013
0 614
1 2048
0 1253
0 1884
4 2048
1 2048
0 575
1 2048
0 609
1 2048
0 388
0 694
2 2048
0 829
2 2048
0 1344
2 2048
3 2048
1 2048
0 481
0 322
0 2044
0 750
2 2048
0 1515
3 2048
0 641
1 2048
1 2048
0 385
0 695
0 450
2 2048
0 1402
1 2048
1 2048
1 2048
2 2048
2 2048
0 582
2 2048
0 178
1 2048
2 2048
2 2048
2 2048
1 2048
0 1286
1 2048
3 2048
0 498
0 319
0 1504
2 2048
0 718
1 2048
0 362
0 486
0 706
0 943
1 2048
0 725
1 2048
0 393
2 2048
0 678
0 1013
0 455
2 2048
0 1954
0 1328
1 2048
0 406
1 2048
0 497
1 2048
1 2048
2 2048
0 573
2 2048
0 848
0 1360
0 502
0 1116
2 2048
1 2048
1 2048
1 2048
2 2048
1 2048
1 2048
0 512
2 2048
2 2048
0 1129
1 2048
2 2048
0 1310
1 2048
1 2048
0 841
1 2048
2 2048
0 1346
1 2048
1 2048
0 836
2 2048
2 2048
0 910
0 1864
0 1610
0 1167
0 852
1 2048
0 1883
0 834
0 1128
0 473
0 443
1 2048
0 1589
1 2048
0 847
0 807
1 2048
0 825
1 2048
3 2048
2 2048
0 621
2 2048
2 2048
2 2048
1 2048
1 2048
1 2048
0 637
0 495
0 1236
1 2048
0 297
0 1011
2 2048
0 942
0 452
0 675
0 430
2 2048
0 703
1 2048
0 397
0 1486
0 606
1 2048
0 680
2 2048
0 802
0 595
1 2048
1 2048
1 2048
1 2048
1 2048
2 2048
0 230
0 221
1 2048
1 2048
1 2048
2 2048
0 282
0 405
1 2048
1 2048
3 2048
1 2048
0 282
0 1332
1 2048
2 2048
1 2048
0 1879
1 2048
0 231
1 2048
3 2048
0 729
3 2048
2 2048
1 2048
2 2048
1 2048
2 2048
1 2048
1 2048
1 2048
0 872
0 1055
1 2048
0 392
1 2048
0 688
0 243
0 386
3 2048
2 2048
0 1554
0 277
0 317
2 2048
1 2048
0 391
1 2048
0 149
0 1157
0 350
0 730
0 664
0 914
1 2048
0 1807
0 197
3 2048
0 625
1 2048
0 1011
0 323
2 2048
0 1222
1 2048
0 1786
0 603
0 386
4 2048
1 2048
1 2048
2 2048
2 2048
2 2048
0 718
1 2048
1 2048
0 390
0 275
2 2048
0 720
0 745
0 2043
0 985
1 2048
0 354
1 2048
1 2048
2 2048
1 2048
1 2048
0 1247
1 2048
4 2048
0 1287
0 1975
0 1253
2 2048
0 341
3 2048
0 454
0 585
1 2048
1 2048
0 688
0 752
1 2048
1 2048
3 2048
1 2048
0 1677
2 2048
1 2048
0 937
0 721
1 2048
1 2048
1 2048
1 2048
0 1016
0 1027
0 403
1 2048
1 2048
0 421
0 201
2 2048
0 372
1 2048
1 2048
0 204
1 2048
0 1552
1 2048
2 2048
3 2048
0 1200
0 190
1 2048
1 2048
2 2048
0 796
0 760
1 2048
0 1114
2 2048
3 2048
1 2048
0 906
2 2048
1 2048
0 480
0 1034
1 2048
1 2048
0 494
1 2048
2 2048
0 1047
0 374
4 2048
0 1953
1 2048
0 443
2 2048
0 778
0 1642
1 2048
1 2048
0 844
1 2048
0 2027
3 2048
0 1904
0 1240
1 2048
4 2048
0 1065
0 1262
0 419
1 2048
1 2048
2 2048
0 600
1 2048
1 2048
3 2048
0 858
1 2048
2 2048
0 1400
0 350
2 2048
0 1235
1 2048
0 564
0 606
0 437
0 668
1 2048
0 335
1 2048
1 2048
2 2048
0 240
3 2048
0 922
1 2048
0 964
1 2048
0 906
1 2048
1 2048
0 1657
1 2048
1 2048
2 2048
0 1457
2 2048
0 1516
1 2048
0 938
2 2048
0 379
0 540
0 126
1 2048
1 2048
0 505
1 2048
1 2048
0 661
1 2048
1 2048
1 2048
2 2048
0 525
2 2048
0 480
3 2048
1 2048
2 2048
0 625
3 2048
1 2048
2 2048
0 1955
0 1050
2 2048
1 2048
0 1488
0 389
1 2048
1 2048
3 2048
1 2048
0 1496
0 336
1 2048
0 890
1 2048
2 2048
1 2048
2 2048
1 2048
0 362
1 2048
0 1179
0 805
1 2048
3 2048
2 2048
1 2048
2 2048
1 2048
2 2048
0 638
0 477
2 2048
1 2048
3 2048
0 976
4 2048
1 2048
1 2048
3 2048
0 1670
2 2048
1 2048
1 2048
0 1077
3 2048
1 2048
2 2048
1 2048
1 2048
1 2048
0 1334
0 784
2 2048
1 2048
1 2048
2 2048
2 2048
0 977
0 743
1 2048
1 2048
0 688
1 2048
0 948
1 2048
1 2048
0 514
2 2048
1 2048
0 747
0 1279
0 660
1 2048
2 2048
0 354
1 2048
1 2048
0 2009
3 2048
0 1183
1 2048
3 2048
1 2048
0 1046
2 2048
3 2048
0 1420
0 364
2 2048
3 2048
0 924
0 964
0 235
0 1318
2 2048
1 2048
2 2048
1 2048
0 183
0 885
0 665
1 2048
0 846
0 383
4 2048
1 2048
1 2048
0 1719
2 2048
1 2048
2 2048
1 2048
0 774
2 2048
1 2048
0 283
0 1999
0 185
0 546
0 299
2 2048
0 1467
1 2048
1 2048
2 2048
0 248
0 971
0 670
0 648
0 637
0 647
0 517
0 417
0 1919
0 641
0 601
2 2048
2 2048
1 2048
1 2048
2 2048
0 562
0 1276
3 2048
1 2048
3 2048
5 2048
2 2048
1 2048
1 2048
5 2048
0 442
0 483
1 2048
0 2015
1 2048
0 1531
2 2048
2 2048
3 2048
1 2048
1 2048
1 2048
0 1804
1 2048
1 2048
1 2048
1 2048
0 1556
0 279
1 2048
1 2048
1 2048
0 580
2 2048
0 418
0 1504
0 346
0 609
0 1510
2 2048
0 1157
1 2048
0 174
1 2048
0 150
4 2048
0 1623
0 1228
3 2048
2 2048
1 2048
0 812
1 2048
0 1734
1 2048
2 2048
1 2048
1 2048
1 2048
0 573
0 172
2 2048
0 455
1 2048
1 2048
0 1443
0 497
0 1938
3 2048
2 2048
0 1028
0 318
2 2048
0 936
2 2048
0 378
2 2048
0 676
2 2048
0 1126
0 591
1 2048
0 458
2 2048
2 2048
0 824
1 2048
0 633
0 466
1 2048
0 249
0 1459
0 1515
1 2048
0 1007
0 1595
0 1721
0 747
1 2048
0 504
2 2048
0 616
0 942
0 939
0 376
1 2048
1 2048
1 2048
0 513
1 2048
0 323
0 603
0 791
0 1770
4 2048
0 470
1 2048
1 2048
2 2048
1 2048
1 2048
1 2048
0 463
2 2048
1 2048
2 2048
0 673
0 302
0 495
0 872
0 276
4 2048
1 2048
3 2048
2 2048
0 1637
1 2048
3 2048
0 1366
2 2048
0 826
0 1714
1 2048
1 2048
0 852
2 2048
1 2048
1 2048
0 1394
0 637
2 2048
3 2048
0 605
1 2048
0 503
0 1971
1 2048
2 2048
0 444
0 631
0 288
1 2048
0 952
1 2048
1 2048
1 2048
1 2048
2 2048
1 2048
1 2048
2 2048
0 515
0 782
0 643
1 2048
0 401
0 305
2 2048
0 351
1 2048
0 341
1 2048
1 2048
0 1178
3 2048
1 2048
1 2048
0 212
0 1179
0 812
1 2048
1 2048
0 906
0 490
0 1321
0 647
0 590
0 1037
3 2048
1 2048
0 478
1 2048
0 773
0 631
1 2048
0 745
1 2048
0 692
0 543
0 498
0 710
0 648
2 2048
1 2048
0 605
1 2048
1 2048
1 2048
2 2048
2 2048
0 1020
0 526
0 493
0 152
2 2048
0 2020
0 1859
4 2048
1 2048
0 830
0 817
1 2048
0 1137
3 2048
0 1082
0 1509
1 2048
2 2048
1 2048
0 463
1 2048
1 2048
0 1703
0 1333
0 627
1 2048
0 509
1 2048
1 2048
4 2048
0 909
1 2048
1 2048
1 2048
1 2048
0 1413
0 459
2 2048
2 2048
1 2048
0 353
2 2048
2 2048
0 352
1 2048
0 1332
1 2048
0 1788
0 292
0 987
0 964
1 2048
3 2048
1 2048
1 2048
1 2048
1 2048
2 2048
2 2048
1 2048
0 557
0 876
0 1852
2 2048
1 2048
1 2048
2 2048
0 788
3 2048
2 2048
2 2048
1 2048
0 630
2 2048
1 2048
1 2048
0 405
1 2048
2 2048
1 2048
1 2048
1 2048
0 411
0 619
0 1425
2 2048
1 2048
0 1381
0 358
1 2048
1 2048
2 2048
2 2048
0 466
4 2048
1 2048
0 873
0 1178
1 2048
0 577
1 2048
0 368
1 2048
0 433
2 2048
1 2048
1 2048
1 2048
0 943
0 686
0 1192
5 2048
0 665
0 492
0 811
0 902
1 2048
0 626
0 1383
0 370
1 2048
1 2048
0 546
0 840
1 2048
1 2048
0 448
1 2048
2 2048
0 1433
2 2048
1 2048
2 2048
0 815
1 2048
0 706
4 2048
2 2048
1 2048
1 2048
2 2048
3 2048
0 1884
2 2048
1 2048
0 1560
1 2048
1 2048
0 535
1 2048
0 496
2 2048
2 2048
0 399
2 2048
2 2048
2 2048
2 2048
0 549
0 263
0 1662
1 2048
0 1729
1 2048
1 2048
1 2048
0 1532
1 2048
0 419
0 1692
2 2048
4 2048
0 622
2 2048
0 1822
2 2048
2 2048
1 2048
1 2048
0 1529
1 2048
0 423
1 2048
0 307
1 2048
0 315
1 2048
2 2048
1 2048
0 1180
0 725
1 2048
0 361
1 2048
1 2048
1 2048
1 2048
2 2048
0 877
3 2048
1 2048
3 2048
1 2048
0 1256
1 2048
1 2048
0 419
0 380
0 438
1 2048
0 720
1 2048
3 2048
2 2048
1 2048
1 2048
0 1554
1 2048
3 2048
1 2048
2 2048
0 872
1 2048
2 2048
1 2048
1 2048
0 574
1 2048
2 2048
0 1486
2 2048
1 2048
0 1533
0 561
0 1902
1 2048
0 176
0 1057
1 2048
0 1150
0 715
1 2048
0 1434
0 472
0 1107
0 1048
0 1529
2 2048
3 2048
2 2048
0 455
0 415
1 2048
0 306
0 899
1 2048
0 480
0 1778
0 960
0 976
1 2048
3 2048
1 2048
0 653
2 2048
0 1013
1 2048
0 1945
1 2048
1 2048
0 463
0 1226
0 846
0 533
1 2048
0 304
2 2048
1 2048
1 2048
1 2048
0 279
1 2048
1 2048
4 2048
2 2048
1 2048
0 589
0 820
0 364
0 273
1 2048
2 2048
0 1296
0 1408
0 551
1 2048
1 2048
2 2048
0 663
1 2048
0 572
1 2048
2 2048
1 2048
0 932
0 516
1 2048
1 2048
1 2048
2 2048
1 2048
0 1242
3 2048
1 2048
1 2048
2 2048
1 2048
3 2048
0 1039
0 705
2 2048
2 2048
1 2048
0 779
3 2048
2 2048
3 2048
0 1383
1 2048
0 1661
3 2048
0 613
1 2048
0 498
1 2048
1 2048
1 2048
0 417
1 2048
2 2048
1 2048
2 2048
0 1133
4 2048
0 1207
0 705
1 2048
3 2048
0 505
1 2048
0 958
1 2048
4 2048
2 2048
2 2048
0 840
3 2048
1 2048
0 1168
3 2048
0 844
2 2048
0 637
1 2048
3 2048
0 1007
1 2048
0 282
0 1889
0 307
2 2048
0 1483
1 2048
1 2048
1 2048
0 2022
0 1354
3 2048
1 2048
0 1472
1 2048
2 2048
1 2048
1 2048
0 1615
2 2048
0 1324
2 2048
2 2048
1 2048
0 894
0 309
0 259
1 2048
2 2048
0 329
0 672
0 572
0 229
1 2048
1 2048
2 2048
2 2048
0 1957
1 2048
0 928
2 2048
1 2048
0 202
1 2048
3 2048
1 2048
0 1441
1 2048
0 960
2 2048
1 2048
1 2048
3 2048
0 261
4 2048
3 2048
1 2048
2 2048
4 2048
1 2048
1 2048
1 2048
2 2048
0 1541
1 2048
1 2048
2 2048
0 1332
0 928
0 729
1 2048
0 678
1 2048
0 912
1 2048
1 2048
0 1135
2 2048
1 2048
1 2048
0 479
1 2048
2 2048
1 2048
0 501
0 1896
0 224
0 1166
1 2048
2 2048
0 276
2 2048
0 958
0 904
2 2048
1 2048
0 461
1 2048
3 2048
0 795
1 2048
0 987
2 2048
0 179
1 2048
1 2048
0 289
0 524
1 2048
1 2048
0 585
0 490
1 2048
1 2048
0 439
0 940
1 2048
0 474
2 2048
1 2048
0 838
1 2048
0 1565
0 644
1 2048
0 1114
1 2048
0 840
1 2048
0 564
0 342
0 1224
1 2048
0 837
0 628
0 177
0 469
0 798
0 282
0 741
0 1931
0 1762
0 893
0 457
0 402
1 2048
2 2048
1 2048
1 2048
0 629
2 2048
0 413
0 1063
0 509
2 2048
1 2048
1 2048
2 2048
0 864
2 2048
0 1597
0 669
2 2048
2 2048
0 182
1 2048
1 2048
0 1181
2 2048
3 2048
0 410
0 514
2 2048
0 1114
2 2048
0 1390
0 831
0 657
3 2048
1 2048
0 640
0 611
0 531
1 2048
0 382
2 2048
0 1881
1 2048
2 2048
0 706
1 2048
0 720
0 1079
0 483
1 2048
0 1778
2 2048
2 2048
1 2048
2 2048
1 2048
0 453
1 2048
0 943
0 430
0 1047
2 2048
4 2048
0 832
0 1537
1 2048
0 255
0 1553
2 2048
1 2048
0 567
1 2048
2 2048
0 644
1 2048
0 364
1 2048
0 987
0 994
1 2048
0 440
2 2048
0 862
0 1206
1 2048
0 668
0 231
2 2048
2 2048
1 2048
1 2048
1 2048
2 2048
1 2048
1 2048
0 1235
0 688
4 2048
1 2048
1 2048
0 701
1 2048
0 903
0 486
0 655
0 950
1 2048
1 2048
2 2048
0 2007
2 2048
2 2048
0 344
0 1146
1 2048
1 2048
2 2048
2 2048
2 2048
3 2048
0 909
0 593
0 275
0 1295
2 2048
1 2048
0 709
0 801
0 1709
2 2048
1 2048
1 2048
1 2048
0 280
0 868
2 2048
1 2048
2 2048
0 408
1 2048
0 1196
0 1821
0 536
0 427
2 2048
1 2048
1 2048
1 2048
0 984
0 1078
2 2048
2 2048
2 2048
0 510
1 2048
2 2048
0 859
0 1689
0 1713
1 2048
0 1898
2 2048
0 663
0 992
0 360
1 2048
3 2048
1 2048
2 2048
0 632
0 1204
1 2048
0 595
2 2048
0 1156
0 1507
1 2048
1 2048
1 2048
0 1574
0 2045
4 2048
2 2048
1 2048
0 453
0 1989
1 2048
0 458
1 2048
0 2040
2 2048
0 286
1 2048
0 1102
3 2048
3 2048
1 2048
0 485
4 2048
2 2048
1 2048
1 2048
0 417
0 470
0 253
1 2048
0 679
0 852
2 2048
1 2048
2 2048
1 2048
0 405
0 307
1 2048
0 1643
3 2048
1 2048
3 2048
1 2048
1 2048
0 1267
2 2048
1 2048
1 2048
0 1409
1 2048
0 796
0 1007
0 606
1 2048
2 2048
0 545
1 2048
0 721
1 2048
1 2048
1 2048
0 625
2 2048
0 641
0 643
0 529
0 996
1 2048
0 1015
1 2048
4 2048
0 171
2 2048
0 1157
0 716
1 2048
2 2048
1 2048
0 657
1 2048
1 2048
1 2048
2 2048
0 259
0 553
0 811
0 177
0 1001
1 2048
0 978
3 2048
2 2048
2 2048
1 2048
1 2048
3 2048
0 323
2 2048
3 2048
0 247
0 1047
2 2048
1 2048
4 2048
1 2048
0 466
2 2048
0 1119
0 432
1 2048
1 2048
0 968
1 2048
1 2048
0 203
1 2048
2 2048
0 417
2 2048
0 1512
2 2048
0 1919
1 2048
1 2048
2 2048
0 1738
0 261
1 2048
1 2048
1 2048
1 2048
2 2048
0 466
0 796
0 292
2 2048
0 647
1 2048
1 2048
3 2048
0 1131
0 662
1 2048
0 738
2 2048
0 1500
0 1662
0 1324
2 2048
0 632
0 1013
0 507
0 955
3 2048
2 2048
2 2048
0 1281
1 2048
2 2048
0 1083
0 907
2 2048
3 2048
0 1256
1 2048
1 2048
1 2048
2 2048
1 2048
1 2048
1 2048
1 2048
1 2048
0 401
0 586
0 734
1 2048
1 2048
0 829
1 2048
0 1590
0 509
2 2048
0 654
3 2048
0 645
0 1500
1 2048
1 2048
0 1419
1 2048
1 2048
1 2048
2 2048
3 2048
0 1068
2 2048
1 2048
0 573
1 2048
0 618
0 507
0 176
2 2048
1 2048
2 2048
2 2048
0 796
0 1014
3 2048
1 2048
2 2048
1 2048
0 1059
0 1064
2 2048
1 2048
0 1016
1 2048
0 612
0 620
2 2048
0 1400
4 2048
3 2048
1 2048
0 644
1 2048
0 573
1 2048
1 2048
0 880
0 633
1 2048
1 2048
1 2048
0 807
0 311
2 2048
3 2048
0 735
2 2048
2 2048
2 2048
0 577
1 2048
1 2048
1 2048
0 1165
2 2048
0 722
0 575
3 2048
1 2048
1 2048
0 934
1 2048
2 2048
0 442
1 2048
0 297
0 306
1 2048
0 979
1 2048
1 2048
0 1613
1 2048
1 2048
0 1206
1 2048
1 2048
2 2048
3 2048
2 2048
2 2048
1 2048
0 395
0 202
2 2048
0 990
1 2048
0 733
2 2048
1 2048
1 2048
1 2048
0 691
0 1006
2 2048
2 2048
2 2048
0 578
1 2048
1 2048
1 2048
0 253
0 576
0 507
1 2048
1 2048
1 2048
2 2048
0 1149
1 2048
0 248
0 1262
1 2048
1 2048
0 730
0 1912
0 404
0 536
0 1638
0 659
3 2048
1 2048
0 867
0 439
1 2048
0 1431
0 350
0 1761
0 1249
0 872
2 2048
1 2048
0 211
2 2048
0 2047
4 2048
0 337
1 2048
4 2048
0 746
0 689
3 2048
2 2048
1 2048
2 2048
2 2048
0 635
4 2048
1 2048
1 2048
1 2048
1 2048
3 2048
0 671
1 2048
0 1362
0 677
0 337
0 226
2 2048
2 2048
1 2048
0 693
1 2048
0 451
0 1580
1 2048
1 2048
2 2048
0 165
1 2048
3 2048
0 435
1 2048
0 1026
0 1026
1 2048
1 2048
4 2048
3 2048
1 2048
1 2048
0 1052
1 2048
0 1868
2 2048
0 703
1 2048
0 440
0 1890
1 2048
2 2048
0 290
0 771
0 912
1 2048
2 2048
0 605
3 2048
0 196
0 1335
1 2048
0 649
0 841
3 2048
2 2048
1 2048
0 591
0 576
2 2048
0 591
0 384
1 2048
1 2048
1 2048
3 2048
1 2048
0 1389
0 1107
0 800
0 426
1 2048
1 2048
1 2048
1 2048
0 1422
2 2048
1 2048
0 1426
3 2048
1 2048
2 2048
1 2048
3 2048
2 2048
0 491
3 2048
2 2048
1 2048
1 2048
4 2048
0 384
