#  alpha   N   av(log(t))   std((log(t)))   nsampl
8.4	12800	7.125034785276842	0.004092296339508885	10000
8.7	12800	11.3268135181932	0.0172115504777323	9251
8.4	25600	7.252874515658271	0.0030800435602400533	10000
8.7	25600	10.945179052063432	0.013332710549338819	5842
8.5	51200	8.094896458032428	0.002702612679617113	10000
8.6	51200	9.114780529556016	0.0033659509589470033	10000
8.65	51200	9.841810282327922	0.004212567955917291	10000
8.68	51200	10.388485374073598	0.011367969295177159	1944
8.4	102400	7.48225880392052	0.002023510204136865	10000
8.5	102400	8.195968238180413	0.002277613524248443	8589
8.6	102400	9.190372042937902	0.004454929062258111	2929
8.65	102400	9.876835861039586	0.007624883116994787	1505
8.68	102400	10.415327235921668	0.011624468939974153	848
8.7	102400	10.832816373459096	0.015418668928210033	612
8.5	204800	8.286559947468374	0.002816487910487059	3881
8.6	204800	9.264745396898261	0.004847164819367335	1348
8.65	204800	9.937885919891231	0.007720246865527971	716
8.68	204800	10.425736850332031	0.010920665516101725	411
8.7	204800	10.845659916386474	0.018521738865888	237
8.5	409600	8.366501286588004	0.0035083671675604266	1710
8.6	409600	9.322763471665926	0.0036058403497024214	1614
8.65	409600	9.987675125531052	0.004382401011680409	1143
8.68	409600	10.483834909218881	0.006338460237071281	652
8.7	409600	10.853892422010292	0.00933259239388675	412
8.6	819200	9.388338913322364	0.005140394390717236	498
8.65	819200	10.034825188635269	0.006594774562776365	236
8.68	819200	10.52154355292938	0.010485098003932916	123
