#FMS random 3-SAT
#N=16384  nIter=50000  alpha=418   NSamples=2110
#av(nit)	8945.32422566346
#std(nit)	222.77251259725867
#av(e)	3.2123222748815166
#std(e)	0.4711632009582826
#av(runtime)	67.47722274881517
#std(runtime)	1.6753715783644427
0.0	1566.6776733398438	11.09	1
0.0	3745.8375244140625	27.24	2
0.0	1018.7396850585938	7.29	3
0.0	7179.073303222656	49.09	4
0.0	5825.93212890625	41.87	5
0.0	2469.9658813476562	18.5	6
0.0	2760.00634765625	20.55	7
0.0	10845.92138671875	78.08	8
0.0	5750.8876953125	41.17	9
0.0	4686.1365966796875	34.19	10
0.0	2242.0616455078125	17.24	11
0.0	15235.039367675781	111.89	12
0.0	1377.1600952148438	9.84	13
0.0	4724.699401855469	34.48	14
0.0	3193.4522705078125	23.48	15
0.0	4195.803771972656	32.01	16
0.0	22620.96026611328	159.36	17
0.0	4949.155212402344	35.26	18
0.0	10056.630798339844	72.65	19
0.0	6865.1121826171875	49.98	20
0.0	10387.213195800781	76.03	21
0.0	461.92547607421875	3.59	22
0.0	6381.71435546875	47.98	23
0.0	3563.8763427734375	26.53	24
0.0	2725.2537231445312	20.86	25
0.0	2459.1897583007812	17.89	26
0.0	13520.872924804688	99.19	27
0.0	5337.0302734375	38.52	28
0.0	15583.363830566406	116.93	29
0.0	9889.390380859375	75.11	30
0.0	27464.128662109375	200.18	31
0.0	2757.99609375	21.26	32
0.0	4090.7162475585938	31.79	33
0.0	2457.8794555664062	18.65	34
0.0	8229.192138671875	58.52	35
0.0	2374.64208984375	17.73	36
0.0	8640.788940429688	65.05	37
0.0	2036.0469360351562	15.08	38
0.0	4804.661560058594	36.28	39
0.0	40278.70471191406	292.12	40
137.0	50000.0	377.82	41
0.0	8913.8759765625	67.91	42
0.0	7348.773620605469	55.35	43
0.0	801.95849609375	5.9	44
0.0	7635.687255859375	58.21	45
0.0	14916.408935546875	110.35	46
0.0	6560.241516113281	48.75	47
0.0	4180.2655029296875	30.95	48
0.0	6928.6063232421875	53.08	49
0.0	6208.208557128906	47.66	50
0.0	2557.507568359375	19.67	51
0.0	3099.7291259765625	23.58	52
0.0	5811.838317871094	43.66	53
0.0	3317.9852294921875	25.7	54
0.0	4622.30810546875	34.94	55
0.0	10860.068786621094	79.75	56
0.0	1171.3344116210938	9.0	57
0.0	15339.200866699219	108.76	58
0.0	23883.000732421875	176.58	59
0.0	3987.387939453125	30.13	60
0.0	2930.048095703125	22.63	61
0.0	2793.6587524414062	21.08	62
0.0	1431.30908203125	10.99	63
0.0	2794.0850830078125	21.63	64
0.0	7378.684265136719	55.77	65
0.0	2493.359619140625	19.11	66
0.0	11641.153991699219	86.81	67
0.0	5442.60107421875	41.53	68
0.0	973.4019165039062	7.72	69
0.0	12552.704711914062	95.14	70
0.0	2368.2349243164062	18.5	71
0.0	9286.11083984375	71.4	72
0.0	2130.970458984375	16.61	73
0.0	4742.8348388671875	35.35	74
0.0	1385.0590209960938	9.99	75
0.0	1634.93505859375	13.19	76
0.0	36921.177185058594	265.12	77
0.0	7201.8961181640625	52.27	78
0.0	12531.463989257812	96.07	79
0.0	8105.474792480469	61.63	80
88.0	50000.0	367.02	81
0.0	5970.6495361328125	44.74	82
0.0	29583.311584472656	216.98	83
0.0	8380.512573242188	62.71	84
0.0	16105.388671875	124.03	85
0.0	2804.2689208984375	21.48	86
0.0	4877.175354003906	36.28	87
0.0	5797.823547363281	43.79	88
0.0	16423.174438476562	120.39	89
0.0	1580.4378662109375	12.46	90
0.0	5110.262390136719	38.61	91
0.0	31396.29931640625	221.49	92
0.0	6865.881164550781	52.78	93
0.0	4285.326354980469	32.79	94
0.0	7141.0567626953125	54.1	95
0.0	2535.99560546875	19.18	96
0.0	15676.297180175781	116.19	97
145.0	50000.0	385.73	98
0.0	7680.2137451171875	58.35	99
0.0	4458.5250244140625	33.15	100
0.0	4412.4110107421875	33.3	101
0.0	8032.584045410156	61.21	102
