#  N   alpha   maxiter  av(e)   err(e)  P(sol)  err(Psol)  av(niter)   std(niter)  av(runtime)  str(runtime)  nsamples
4096	972.00	4096000	7.417	3.635	0.933	0.032	626322.043	136619.811	1317.794	289.757	60
4096	976.00	4096000	24.750	9.919	0.792	0.083	1370410.405	322552.821	2890.580	686.042	24
4096	980.00	4096000	47.375	14.564	0.562	0.124	2144340.396	450286.230	4490.591	942.956	16
4096	990.00	4096000	129.625	12.305	0.000	0.000	4096000.000	0.000	8748.358	68.681	8
8192	940.00	50000	0.000	0.000	1.000	0.000	2439.542	16.833	12.855	0.088	6644
8192	950.00	50000	0.000	0.000	1.000	0.000	5848.841	82.122	30.576	0.429	2893
8192	955.00	50000	0.994	0.302	0.992	0.002	10146.232	202.254	52.910	1.062	1727
8192	958.00	50000	4.062	0.455	0.964	0.004	14765.008	222.893	80.353	1.227	2716
8192	960.00	50000	10.588	0.698	0.908	0.005	19525.666	258.310	104.737	1.406	3007
8192	962.00	50000	22.743	1.387	0.809	0.010	25321.885	400.461	137.911	2.215	1585
8192	964.00	50000	35.850	1.498	0.691	0.011	30907.139	372.081	166.481	2.056	1891
8192	968.00	50000	79.141	2.194	0.375	0.013	41464.835	355.900	225.348	2.025	1393
8192	972.00	50000	113.799	4.056	0.159	0.019	47161.929	409.946	251.646	2.380	384
8192	976.00	50000	156.936	3.527	0.025	0.008	49671.496	123.917	270.189	0.991	357
8192	980.00	50000	180.688	3.021	0.000	0.000	50000.000	0.000	277.039	0.544	349
8192	990.00	50000	214.518	2.491	0.000	0.000	50000.000	0.000	285.096	0.442	336
8192	948.00	131072	0.000	0.000	1.000	0.000	4791.712	45.632	26.281	0.249	5926
8192	956.00	131072	0.052	0.052	1.000	0.000	11755.517	214.339	64.223	1.183	2428
8192	960.00	131072	2.044	0.540	0.985	0.003	23510.464	692.492	127.815	3.817	1215
8192	962.00	131072	4.543	0.891	0.962	0.006	32774.882	1048.453	177.827	5.776	870
8192	964.00	131072	11.066	0.496	0.911	0.003	44027.354	456.089	260.737	2.750	6931
8192	966.00	131072	24.025	0.771	0.808	0.005	60919.638	587.376	362.335	3.570	5699
8192	968.00	131072	42.203	1.080	0.665	0.007	78615.959	694.084	470.471	4.276	4394
8192	970.00	131072	68.731	1.404	0.479	0.008	97493.292	712.665	586.393	4.464	3519
8192	972.00	131072	91.861	1.643	0.322	0.009	110445.483	664.370	674.438	4.302	2835
8192	974.00	131072	116.845	1.612	0.172	0.007	120604.008	500.388	740.580	3.383	2785
8192	980.00	131072	177.582	4.841	0.010	0.007	130706.913	361.334	755.193	3.369	201
8192	940.00	8192000	0.000	0.000	1.000	0.000	2438.938	16.822	12.848	0.088	6650
8192	950.00	8192000	0.000	0.000	1.000	0.000	5848.659	82.096	30.579	0.430	2894
8192	955.00	8192000	0.000	0.000	1.000	0.000	10323.626	223.334	53.845	1.169	1703
8192	960.00	8192000	0.000	0.000	1.000	0.000	21946.417	864.357	113.771	4.509	841
8192	964.00	8192000	0.000	0.000	1.000	0.000	48003.010	3145.955	247.831	16.368	364
8192	968.00	8192000	0.000	0.000	1.000	0.000	146468.182	17321.267	748.748	86.111	110
8192	972.00	8192000	0.000	0.000	1.000	0.000	289973.184	64700.794	1417.442	304.564	25
8192	976.00	8192000	0.000	0.000	1.000	0.000	968272.262	435692.736	4933.768	2227.915	5
16384	940.00	50000	0.000	0.000	1.000	0.000	2228.513	16.861	31.271	0.237	2838
16384	950.00	50000	0.000	0.000	1.000	0.000	5016.403	68.267	69.812	0.952	1353
16384	955.00	50000	0.763	0.480	0.995	0.003	8882.204	210.112	122.608	2.945	788
16384	958.00	50000	1.526	0.556	0.983	0.004	13999.941	283.404	201.218	4.012	1078
16384	960.00	50000	6.055	1.015	0.947	0.006	18409.967	343.750	259.720	4.876	1207
16384	962.00	50000	19.009	0.916	0.844	0.005	25638.219	202.161	416.965	3.368	5112
16384	964.00	50000	41.529	1.441	0.676	0.007	33300.745	230.403	536.884	3.925	4136
16384	968.00	50000	130.600	6.342	0.236	0.020	45524.528	438.694	659.776	7.409	470
16384	972.00	50000	221.623	11.682	0.008	0.008	49940.205	59.564	726.928	4.506	130
16384	976.00	50000	317.254	9.517	0.000	0.000	50000.000	0.000	755.337	3.394	126
16384	980.00	50000	361.388	7.993	0.000	0.000	50000.000	0.000	768.277	3.487	121
16384	990.00	50000	432.383	5.779	0.000	0.000	50000.000	0.000	797.432	2.672	120
16384	948.00	262144	0.000	0.000	1.000	0.000	4189.765	40.906	62.222	0.615	2499
16384	956.00	262144	0.000	0.000	1.000	0.000	10290.049	221.209	149.332	3.137	1044
16384	960.00	262144	0.000	0.000	1.000	0.000	20576.144	720.326	290.206	9.785	536
16384	962.00	262144	0.065	0.065	0.997	0.003	30490.807	1708.191	416.979	21.445	369
16384	964.00	262144	1.875	0.411	0.972	0.003	52892.353	1097.141	817.292	16.207	2507
16384	966.00	262144	7.503	1.032	0.894	0.008	89532.538	2050.013	1356.803	30.441	1488
16384	968.00	262144	27.454	2.602	0.747	0.014	134800.904	2950.090	2064.565	46.347	970
16384	970.00	262144	67.362	2.554	0.510	0.010	189184.825	1780.127	3457.786	36.675	2303
16384	972.00	262144	118.932	6.765	0.280	0.020	223770.961	3199.461	3692.707	60.225	497
16384	974.00	262144	190.443	7.591	0.114	0.015	250602.929	1731.596	4267.168	43.670	463
16384	980.00	262144	346.400	19.977	0.000	0.000	262144.000	0.000	4166.255	57.563	30
16384	940.00	16384000	0.000	0.000	1.000	0.000	2229.793	16.876	31.336	0.238	2833
16384	950.00	16384000	0.000	0.000	1.000	0.000	5024.192	68.307	69.904	0.955	1356
16384	955.00	16384000	0.000	0.000	1.000	0.000	9008.658	250.344	124.421	3.469	774
