0.000000	9.654201	9.665310	9.644170
0.000002	9.653756	9.664634	9.643878
0.000004	9.653311	9.664012	9.643561
0.000007	9.652866	9.663410	9.643235
0.000009	9.652422	9.662819	9.642901
0.000011	9.651977	9.662238	9.642563
0.000013	9.651532	9.661663	9.642220
0.000015	9.651087	9.661094	9.641874
0.000017	9.650643	9.660530	9.641525
0.000020	9.650198	9.659969	9.641173
0.000022	9.649753	9.659413	9.640819
0.000024	9.649308	9.658860	9.640463
0.000026	9.648864	9.658310	9.640105
0.000028	9.648419	9.657762	9.639745
0.000030	9.647974	9.657217	9.639383
0.000033	9.647529	9.656675	9.639020
0.000035	9.647084	9.656134	9.638655
0.000037	9.646640	9.655596	9.638289
0.000039	9.646195	9.655059	9.637922
0.000041	9.645750	9.654524	9.637553
0.000043	9.645305	9.653991	9.637184
0.000046	9.644861	9.653459	9.636813
0.000048	9.644416	9.652929	9.636441
0.000050	9.643971	9.652400	9.636068
0.000052	9.643526	9.651873	9.635694
0.000054	9.643081	9.651347	9.635319
0.000056	9.642637	9.650822	9.634943
0.000059	9.642192	9.650299	9.634566
0.000061	9.641747	9.649776	9.634189
0.000063	9.641302	9.649255	9.633811
0.000065	9.640858	9.648735	9.633432
0.000067	9.640413	9.648215	9.633052
0.000070	9.639968	9.647697	9.632671
0.000072	9.639523	9.647180	9.632290
0.000074	9.639078	9.646663	9.631908
0.000076	9.638634	9.646148	9.631525
0.000078	9.638189	9.645633	9.631142
0.000080	9.637744	9.645120	9.630758
0.000083	9.637299	9.644607	9.630373
0.000085	9.636855	9.644095	9.629988
0.000087	9.636410	9.643583	9.629602
0.000089	9.635965	9.643073	9.629216
0.000091	9.635520	9.642563	9.628829
0.000093	9.635076	9.642054	9.628441
0.000096	9.634631	9.641545	9.628053
0.000098	9.634186	9.641037	9.627664
0.000100	9.633741	9.640530	9.627275
0.000102	9.633296	9.640024	9.626886
0.000104	9.632852	9.639518	9.626496
0.000106	9.632407	9.639013	9.626105
0.000109	9.631962	9.638508	9.625714
0.000111	9.631517	9.638004	9.625322
0.000113	9.631073	9.637501	9.624930
0.000115	9.630628	9.636998	9.624538
0.000117	9.630183	9.636496	9.624145
0.000120	9.629738	9.635994	9.623751
0.000122	9.629293	9.635493	9.623358
0.000124	9.628849	9.634993	9.622963
0.000126	9.628404	9.634492	9.622569
0.000128	9.627959	9.633993	9.622174
0.000130	9.627514	9.633494	9.621778
0.000133	9.627070	9.632995	9.621382
