0.000000	9.667019	9.684457	9.651073
0.000032	9.666365	9.683502	9.650626
0.000063	9.665711	9.682616	9.650146
0.000095	9.665057	9.681753	9.649652
0.000127	9.664403	9.680905	9.649150
0.000159	9.663749	9.680069	9.648640
0.000190	9.663095	9.679241	9.648126
0.000222	9.662441	9.678420	9.647606
0.000254	9.661787	9.677605	9.647083
0.000286	9.661133	9.676796	9.646556
0.000317	9.660479	9.675991	9.646026
0.000349	9.659825	9.675191	9.645494
0.000381	9.659171	9.674394	9.644958
0.000413	9.658517	9.673601	9.644421
0.000444	9.657863	9.672811	9.643881
0.000476	9.657209	9.672024	9.643339
0.000508	9.656555	9.671240	9.642795
0.000540	9.655901	9.670458	9.642250
0.000571	9.655247	9.669678	9.641703
0.000603	9.654593	9.668901	9.641154
0.000635	9.653939	9.668126	9.640603
0.000667	9.653285	9.667353	9.640051
0.000698	9.652631	9.666582	9.639498
0.000730	9.651977	9.665813	9.638944
0.000762	9.651323	9.665045	9.638388
0.000794	9.650669	9.664279	9.637831
0.000825	9.650015	9.663515	9.637272
0.000857	9.649361	9.662752	9.636713
0.000889	9.648707	9.661991	9.636153
0.000921	9.648053	9.661231	9.635591
0.000952	9.647399	9.660473	9.635029
0.000984	9.646745	9.659715	9.634465
0.001016	9.646091	9.658959	9.633900
0.001048	9.645437	9.658205	9.633335
0.001079	9.644783	9.657451	9.632769
0.001111	9.644129	9.656699	9.632201
0.001143	9.643475	9.655948	9.631633
0.001175	9.642820	9.655197	9.631064
0.001206	9.642166	9.654448	9.630495
0.001238	9.641512	9.653700	9.629924
0.001270	9.640858	9.652953	9.629353
0.001302	9.640204	9.652207	9.628781
0.001333	9.639550	9.651462	9.628208
0.001365	9.638896	9.650718	9.627635
0.001397	9.638242	9.649974	9.627060
0.001428	9.637588	9.649232	9.626485
0.001460	9.636934	9.648490	9.625910
0.001492	9.636280	9.647750	9.625334
0.001524	9.635626	9.647010	9.624757
0.001555	9.634972	9.646270	9.624179
0.001587	9.634318	9.645532	9.623601
0.001619	9.633664	9.644794	9.623022
0.001651	9.633010	9.644058	9.622443
0.001682	9.632356	9.643322	9.621863
0.001714	9.631702	9.642586	9.621283
0.001746	9.631048	9.641852	9.620702
0.001778	9.630394	9.641118	9.620120
0.001809	9.629740	9.640384	9.619538
0.001841	9.629086	9.639652	9.618955
