1024 3.500000 1024 0 0 1 10000 114.569
1024 3.500000 2048 0 0 1 10000 147.419
1024 3.500000 256 0.0085 0.000928857 0.9916 10000 71.7042
1024 3.500000 4096 0 0 1 10000 182.056
1024 3.500000 512 0.0006 0.000244875 0.9994 10000 90.4118
1024 3.500000 8192 0 0 1 10000 217.881
128 3.500000 1024 0.0049 0.000698283 0.9951 10000 28.9585
128 3.500000 128 0.0591 0.00245372 0.943 10000 20.5966
128 3.500000 256 0.0266 0.00164598 0.974 10000 24.349
128 3.500000 32 0.2518 0.0049396 0.7744 10000 12.3878
128 3.500000 512 0.0111 0.0010572 0.989 10000 27.3676
128 3.500000 64 0.1257 0.00358189 0.8829 10000 16.4749
16384 3.500000 131072 0 0 1 5706 41432.7
16384 3.500000 16384 0 0 1 10000 5628.81
16384 3.500000 32768 0 0 1 10000 10918.5
16384 3.500000 4096 0 0 1 10000 1515.69
16384 3.500000 65536 0 0 1 7149 21278.3
16384 3.500000 8192 0 0 1 10000 2911.61
2048 3.500000 1024 0 0 1 10000 204.878
2048 3.500000 16384 0 0 1 10000 1349.13
2048 3.500000 2048 0 0 1 10000 322.929
2048 3.500000 4096 0 0 1 10000 523.095
2048 3.500000 512 0.0008 0.00028273 0.9992 10000 135.331
2048 3.500000 8192 0 0 1 10000 839.386
256 3.500000 1024 0.0006 0.000244875 0.9994 10000 39.6137
256 3.500000 128 0.0554 0.00236497 0.9464 10000 29.631
256 3.500000 2048 0.0001 9.9995e-05 0.9999 10000 40.2476
256 3.500000 256 0.0157 0.00129821 0.985 10000 35.3069
256 3.500000 512 0.0034 0.000582103 0.9966 10000 37.9112
256 3.500000 64 0.1564 0.00402913 0.8575 10000 22.7738
32768 3.500000 131072 0 0 1 9057 49434.6
32768 3.500000 16384 0 0 1 10000 6568.91
32768 3.500000 262144 0 0 1 9640 97171.9
32768 3.500000 32768 0 0 1 5609 12847.5
32768 3.500000 65536 0 0 1 8005 25188.4
32768 3.500000 8192 0 0 1 10000 3366.84
4096 3.500000 1024 0.0002 0.000141407 0.9998 10000 293.638
4096 3.500000 16384 0 0 1 10000 3086.98
4096 3.500000 2048 0 0 1 10000 512.286
4096 3.500000 32768 0 0 1 10000 5699.95
4096 3.500000 4096 0 0 1 10000 921.171
4096 3.500000 8192 0 0 1 10000 1681.49
512 3.500000 1024 0 0 1 10000 62.3234
512 3.500000 128 0.0568 0.00242433 0.9458 10000 41.2765
512 3.500000 2048 0 0 1 10000 67.0013
512 3.500000 256 0.0092 0.000965161 0.9909 10000 50.0937
512 3.500000 4096 0 0 1 10000 69.783
512 3.500000 512 0.0007 0.000264483 0.9993 10000 56.6826
8192 3.500000 16384 0 0 1 10000 4498.97
8192 3.500000 2048 0 0 1 10000 668.522
8192 3.500000 32768 0 0 1 10000 8599.11
8192 3.500000 4096 0 0 1 10000 1248.2
8192 3.500000 65536 0 0 1 10000 16472.3
8192 3.500000 8192 0 0 1 10000 2359.25
1024 3.625000 1024 0.0017 0.00041196 0.9983 10000 165.09
1024 3.625000 2048 0 0 1 10000 211.399
1024 3.625000 256 0.0812 0.00289839 0.9234 10000 98.3812
1024 3.625000 4096 0 0 1 10000 269.518
1024 3.625000 512 0.0154 0.00123947 0.9847 10000 130.721
1024 3.625000 8192 0 0 1 10000 326.997
128 3.625000 1024 0.0213 0.00147127 0.9791 10000 44.8766
128 3.625000 128 0.1525 0.00393756 0.8597 10000 25.4372
128 3.625000 256 0.0859 0.00296852 0.9187 10000 32.3525
128 3.625000 32 0.4287 0.00632389 0.6411 10000 13.5391
128 3.625000 512 0.046 0.00216065 0.9554 10000 38.604
128 3.625000 64 0.2604 0.00504967 0.7678 10000 18.9729
16384 3.625000 131072 0 0 1 6562 42547.7
16384 3.625000 16384 0 0 1 10000 5804.05
16384 3.625000 32768 0 0 1 10000 11222.2
16384 3.625000 4096 0.0003 0.000173179 0.9997 10000 1587.48
16384 3.625000 65536 0 0 1 7149 21832.5
16384 3.625000 8192 0 0 1 10000 3017.32
2048 3.625000 1024 0.0014 0.000373904 0.9986 10000 262.261
2048 3.625000 16384 0 0 1 10000 1650.07
2048 3.625000 2048 0 0 1 10000 398.392
2048 3.625000 4096 0 0 1 10000 631.406
2048 3.625000 512 0.0187 0.001362 0.9814 10000 181.843
2048 3.625000 8192 0 0 1 10000 1015.86
256 3.625000 1024 0.0078 0.00091319 0.9925 10000 63.5727
256 3.625000 128 0.1703 0.0042485 0.8479 10000 37.319
256 3.625000 2048 0.0027 0.000518913 0.9973 10000 65.7687
256 3.625000 256 0.0725 0.0027576 0.9319 10000 48.3235
256 3.625000 512 0.0244 0.0016126 0.9767 10000 59.0639
256 3.625000 64 0.351 0.0059565 0.7044 10000 27.0314
32768 3.625000 131072 0 0 1 9302 50360
32768 3.625000 16384 0 0 1 10000 6710.84
32768 3.625000 262144 0 0 1 9812 99011.6
32768 3.625000 32768 0 0 1 5081 13101.6
32768 3.625000 65536 0 0 1 8197 25662.8
32768 3.625000 8192 0 0 1 10000 3457.9
4096 3.625000 1024 0.0028 0.000528409 0.9972 10000 352.064
4096 3.625000 16384 0 0 1 10000 3336.57
4096 3.625000 2048 0.0002 0.000141407 0.9998 10000 580.335
4096 3.625000 32768 0 0 1 10000 6159.13
4096 3.625000 4096 0 0 1 10000 1013.31
4096 3.625000 8192 0 0 1 10000 1828.36
512 3.625000 1024 0.0032 0.00056478 0.9968 10000 97.8409
512 3.625000 128 0.2119 0.0047434 0.8134 10000 52.6701
512 3.625000 2048 0.0006 0.000244875 0.9994 10000 109.606
512 3.625000 256 0.073 0.00276534 0.9312 10000 70.5148
512 3.625000 4096 0 0 1 10000 115.93
512 3.625000 512 0.0179 0.00135571 0.9825 10000 87.6927
8192 3.625000 16384 0 0 1 10000 4700.98
8192 3.625000 2048 0.0004 0.00019996 0.9996 10000 730.288
8192 3.625000 32768 0 0 1 10000 8966.48
8192 3.625000 4096 0 0 1 10000 1330.87
8192 3.625000 65536 0 0 1 10000 17197.8
8192 3.625000 8192 0 0 1 10000 2481.19
1024 3.750000 1024 0.0441 0.00215767 0.9579 10000 264.142
1024 3.750000 2048 0.0084 0.00092355 0.9917 10000 347.843
1024 3.750000 256 0.4372 0.00688372 0.6575 10000 129.019
1024 3.750000 4096 0.0013 0.000360321 0.9987 10000 440.629
1024 3.750000 512 0.15 0.00395854 0.8636 10000 193.281
1024 3.750000 8192 0.0002 0.000141407 0.9998 10000 558.856
128 3.750000 1024 0.0771 0.00279563 0.9264 10000 64.2218
128 3.750000 128 0.3187 0.00563498 0.7269 10000 29.5946
128 3.750000 256 0.2147 0.00467551 0.8081 10000 40.5853
128 3.750000 32 0.6777 0.00783213 0.4906 10000 14.5055
128 3.750000 512 0.1308 0.00361236 0.8775 10000 51.8291
128 3.750000 64 0.4675 0.00659654 0.6156 10000 21.1152
16384 3.750000 131072 0 0 1 10000 43992.1
16384 3.750000 16384 0.0002 0.000141407 0.9998 10000 6109.02
16384 3.750000 32768 0 0 1 10000 11703.7
16384 3.750000 4096 0.0039 0.000623281 0.9961 10000 1799.6
16384 3.750000 65536 0 0 1 10000 22645.6
16384 3.750000 8192 0.0002 0.000141407 0.9998 10000 3250.26
2048 3.750000 1024 0.0505 0.00227925 0.9515 10000 379.309
2048 3.750000 16384 0 0 1 10000 2117.94
2048 3.750000 2048 0.0093 0.000980485 0.9909 10000 551.362
2048 3.750000 4096 0.001 0.00031607 0.999 10000 832.846
2048 3.750000 512 0.2062 0.00472527 0.8207 10000 256.059
