1024	2048	3.747117903930131	0.0015399282978926843	3.747210750033139	0.0015096322785592383
2048	4096	3.80432003257329	0.001184963228321983	3.80434315578852	0.0011507569872731235
4096	8192	3.858455882352941	0.0011403910053752484	3.858497902257421	0.0011227978266805494
8192	16384	3.9056350938454822	0.0009636604641823769	3.905660239442606	0.0009960760013684607
16384	32768	3.9437873692077727	0.0009223299824795566	3.9438358944711416	0.0008967625698423922
32768	65536	3.9727299564947174	0.000419108601954559	3.972819126912897	0.000415792113915108
65536	131072	3.995501444556084	0.0005081805836929815	3.9955402567425775	0.0005428465841938802
131072	262144	4.0108263370017925	0.00036798560629490635	4.010897035453782	0.0003927316942948642
262144	524288	4.018905521908797	0.0008305900582317653	4.01900482960128	0.0007738427658713903
524288	1048576	4.022449527553228	0.0005008864208973009	4.0226292088977855	0.0004998432337702853
1048576	2097152	4.022154186251154	0.0007986098285975501	4.022379950222566	0.0008132317202051124
